SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,gender_Male,Partner_Yes,Dependents_Yes,MultipleLines_No.phone.service,MultipleLines_Yes,InternetService_Fiber.optic,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_No.internet.service,StreamingMovies_Yes,Contract_One.year,Contract_Two.year,PaperlessBilling_Yes,PaymentMethod_Credit.card..automatic.,PaymentMethod_Electronic.check,PaymentMethod_Mailed.check
0,2,24.85,62,No,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,66,89,5898.6,No,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0
0,72,64.8,4719.75,No,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0
1,20,73.65,1463.5,Yes,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
0,22,94.65,2104.55,Yes,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0
0,3,26.4,121.25,No,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
0,72,98.2,7015.9,No,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0
0,45,99.7,4634.35,No,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0
0,3,34.8,113.95,No,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0,51,60.15,3077,No,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
0,67,111.25,7511.65,No,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0
0,1,24.6,24.6,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,53,105.55,5682.25,No,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0
0,56,105.6,6068.65,No,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0
1,9,100.5,918.6,Yes,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
0,4,56.4,234.85,No,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,19,65.35,1231.85,No,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0
0,8,19.95,170.9,No,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,10,72.85,688.65,Yes,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
0,12,20.05,267,No,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0,12,20.45,255.35,No,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,13,81.15,952.3,Yes,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0
0,33,80.6,2651.1,No,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
1,4,83.25,308.05,No,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0
0,4,20.5,77.6,No,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,8,75.6,535.55,No,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0,25,81.75,2028.8,No,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0
0,32,86.1,2723.75,No,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
1,7,29.8,220.45,No,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,45.7,45.7,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,8,100.3,832.35,Yes,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0
0,49,93.85,4733.1,No,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
1,44,30.35,1359.7,Yes,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0,1,69.9,69.9,Yes,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0,11,75.25,888.65,No,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,35,54.95,1916,No,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
0,39,47.85,1886.4,No,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
0,72,23.75,1679.25,No,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,1,19.75,19.75,No,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,58,24.35,1423.85,No,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,22,25.25,555.4,No,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,10,26.1,225.55,No,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,2,70.3,132.4,No,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
0,4,69.55,284.9,No,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,23,20.75,485.2,No,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
0,3,50.15,160.85,No,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,71,80.1,5585.4,No,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1
0,64,24.4,1601.2,No,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
0,28,54.35,1426.45,No,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
0,47,94.9,4615.25,No,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0
0,26,83.75,2070.6,Yes,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0
0,50,69.75,3557.7,No,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,27,71.6,1957.1,No,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
0,62,23.65,1416.75,No,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,43,99.3,4209.95,No,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0
0,52,74,3877.65,No,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0
0,29,19.8,572.2,No,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
0,16,35.5,552.7,No,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
0,5,39.5,210.75,Yes,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,10,84.7,832.05,Yes,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1
0,2,89.55,185.55,Yes,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
0,47,19.65,973.1,No,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,2,69.75,144.55,Yes,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,98.05,713,Yes,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0
0,58,24.5,1497.9,No,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0
0,3,69.55,200.2,No,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0,2,80.95,171.15,Yes,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
0,29,75.35,2243.9,No,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0
0,70,64.95,4523.25,No,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0
0,20,20,417.65,No,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,3,56.15,168.15,Yes,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
0,54,105.2,5637.85,No,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0
0,9,79.75,769.1,No,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
0,69,24.6,1678.05,No,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1,71,89.85,6293.45,No,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1
0,32,98.85,3145.9,No,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0
0,39,53.85,2200.7,No,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0
0,38,24.25,914.4,No,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0
0,70,59.5,4144.8,No,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0
0,20,70.55,1493.55,No,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,19,44.85,893.55,Yes,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0
1,39,105.65,4284.8,Yes,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0
0,7,74.65,544.55,Yes,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,27,19.4,529.8,No,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
0,26,19.15,515.75,No,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
1,11,104.05,1133.65,Yes,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0
1,14,19.65,228.65,No,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,6,20.2,98.35,No,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1,11,75.2,775.3,No,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
0,18,56.8,1074.65,No,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,29,35.6,1072.6,No,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
0,7,54.85,370.4,No,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,53,18.7,1005.7,No,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,62,97.95,5936.55,No,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0
1,3,80.4,224.05,Yes,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
0,72,114,8093.15,No,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0
0,60,94.4,5610.25,Yes,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0
0,1,19.85,19.85,Yes,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
0,13,80,1029.35,No,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0
0,39,49.8,1971.15,No,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1,21,60.05,1236.15,Yes,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
0,57,53.75,3196,No,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
0,58,61.05,3478.75,No,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
0,35,99.25,3532,No,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0
0,38,104.85,3887.25,No,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0
0,7,90.45,593.45,Yes,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0
1,20,60,1259.35,No,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
0,66,85.25,5538.35,No,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0
0,42,20.75,844.45,No,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
0,1,74.9,74.9,Yes,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0,3,70.15,194.2,No,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0,11,66.35,740.8,Yes,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
0,2,75.9,143.35,Yes,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0,61,75.35,4729.3,No,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0
0,20,64.4,1398.6,No,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
1,61,98.3,6066.55,No,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1
0,1,45.3,45.3,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,15,19.4,289.3,Yes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,23,90.45,2117.25,No,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0
0,11,90.15,987.95,Yes,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0
0,1,19.45,19.45,No,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,55,88.8,4805.3,No,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0
0,72,85.9,6110.75,No,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0
1,46,95.25,4424.2,Yes,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0
0,12,51.25,612.1,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0,69,95.2,6671.7,No,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0
1,56,94.8,5264.3,No,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0
0,64,76.1,4818.8,No,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0
0,59,110.15,6448.05,Yes,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0
0,63,24.65,1574.5,No,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,53,53.6,2879.2,No,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0
0,5,19.45,86.05,No,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,71,99.4,7168.25,No,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0
0,72,20.1,1326.25,No,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
0,36,19.25,679.8,No,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
0,72,105.5,7544,No,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0
0,1,74.1,74.1,No,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0
0,30,107.5,3242.5,No,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0
1,72,84.45,5899.85,No,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0
0,6,44.75,270.95,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,70,80.6,5460.2,No,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0
1,20,80.7,1614.2,No,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,5,75.6,402.5,No,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,24,57.6,1367.75,No,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0
0,11,44.05,483.7,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,16,86.6,1281,Yes,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0
0,47,109.55,5124.55,Yes,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0
0,39,89.55,3474.45,Yes,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0
0,32,94.8,3131.55,No,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1
0,10,19.95,187.75,No,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,22,56.25,1292.2,No,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0
0,1,25.15,25.15,No,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,2,45,96.45,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,20.15,20.15,Yes,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,66,105,7133.25,Yes,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0
0,28,20.5,563.05,No,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,14,87.25,1258.6,Yes,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
0,67,65.65,4322.85,No,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1
0,9,75.2,633.85,No,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
0,48,111.45,5315.1,No,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0
0,4,78.45,330.05,Yes,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0,59,41.05,2452.7,Yes,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,10,85.6,813.85,Yes,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0
1,61,82.15,4904.85,No,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0
0,39,19.85,854.8,No,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
0,5,70,347.4,Yes,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1
0,58,66.8,3970.4,No,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0,70,44.6,3058.15,No,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0
0,48,102.5,4904.25,No,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0
0,12,58.35,740.55,No,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
1,34,94.25,3217.55,Yes,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0
0,14,19.55,294.5,No,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,3,19.95,58.3,No,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,35,23.3,797.1,No,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,66,25.3,1673.8,No,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0
0,71,104.1,7412.25,No,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0
1,29,101.45,2948.6,No,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0
0,15,84.3,1308.4,Yes,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
0,65,94.55,6078.75,No,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0
0,15,101.1,1504.05,Yes,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
0,12,74.15,741.4,No,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0
1,44,73.85,3122.4,No,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0,23,24.8,615.35,No,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,65,109.4,7227.45,No,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0
0,2,91.4,193.6,Yes,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0
0,27,49,1291.35,No,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,58,97.8,5458.8,No,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0
0,20,98.55,2031.95,No,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1
0,8,19.35,152.6,No,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,31,94.5,2979.2,No,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
0,16,100,1534.75,Yes,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0
0,5,85.3,424.15,Yes,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0
0,12,49.2,571.15,No,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0,8,19.2,156.85,No,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,24,98.75,2407.3,Yes,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
0,61,106,6547.7,Yes,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0
0,44,49.05,2265,No,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0
0,39,35.55,1309.15,No,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
0,51,69.75,3562.5,No,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0
0,23,57.75,1282.85,No,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1
1,66,70.85,4738.85,No,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0
1,19,88.2,1775.8,Yes,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0
0,11,79.5,795.65,No,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
0,8,19.75,145,Yes,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
0,52,98.15,4993.4,No,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
1,45,102.15,4735.35,No,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0
0,71,80.4,5727.15,No,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0
1,1,25.8,25.8,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,56,100.55,5514.95,No,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0
0,5,20.55,96.1,No,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,29,68.85,1970.5,Yes,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0
0,63,109.85,7002.95,No,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0
0,3,95.4,293.15,No,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0
0,2,90,190.05,Yes,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
0,14,19.6,300.4,No,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,14,75.35,1025.95,Yes,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0,69,75.75,5388.15,No,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0
0,8,100.85,819.55,Yes,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0
0,72,19.85,1434.1,No,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,5,69.95,330.15,Yes,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,30,50,1474.9,No,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,63,104.75,6536.5,No,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0
0,25,85.9,2199.05,No,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
1,6,80.8,457.1,No,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0
0,22,25.25,566.5,No,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,1,74.95,74.95,Yes,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0,55,81.55,4509.5,No,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0
0,72,75.4,5480.25,No,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0
0,10,67.8,653.15,No,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
1,68,60.65,3975.9,No,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0
0,7,59.5,415.95,Yes,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
1,12,80.45,950.2,Yes,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
0,56,65.2,3512.15,No,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,68,109.05,7508.55,No,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0
0,48,26.3,1245.05,No,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,7,64.95,493.65,No,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0
0,48,96.9,4473.45,No,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0
1,1,88.8,88.8,Yes,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0
0,46,94.65,4312.5,No,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0
0,69,95.75,6511.25,No,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0
0,51,111.55,5720.35,No,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0
0,51,60.5,3121.45,No,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0
0,67,87.4,5918.8,Yes,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0
0,67,50.95,3521.7,No,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0
0,69,81.5,5553.25,No,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0
1,17,85.35,1463.45,Yes,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0
0,48,24.35,1133.7,No,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,7,20.65,134.05,No,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,34,109.8,3587.25,Yes,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1
0,59,65.5,3801.3,No,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1
1,60,80.95,4859.1,No,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0
0,1,18.8,18.8,No,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,3,44.3,134.5,Yes,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,53,90.8,4921.2,No,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0
0,68,70.8,4859.95,No,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0
0,9,76.85,663.55,No,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0,66,103.15,7031.3,No,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0
0,23,25.1,611.45,No,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,29,78.9,2384.15,Yes,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
