"Churn","Xeducation","Xgender","Xsatisfaction","Xsatisfaction2","Xservice.calls","Xtenure2","Xpurch.last.month","Xmonthly.charges","time"
1,"Bachelor's Degree","M",2,4,0,6,1,296.145998606655,6
0,"Bachelor's Degree","F",4,4,1,7,1,44.6180382997806,7
1,"Bachelor's Degree","M",2,2,0,12,1,170.988828559475,12
1,"Bachelor's Degree","M",3,5,2,12,1,185.151779745349,12
0,"Bachelor's Degree","F",4,4,0,9,3,88.0355446567753,9
1,"Bachelor's Degree","M",5,2,4,6,1,232.551115102903,6
0,"Bachelor's Degree","M",4,1,0,10,3,171.976989076357,10
1,"Bachelor's Degree","M",3,4,0,6,1,249.371406446878,6
0,"Bachelor's Degree","M",4,1,0,11,1,99.7036102332493,11
1,"Master's Degree","M",1,3,1,10,1,258.641575217761,10
1,"Bachelor's Degree","M",2,3,1,8,1,87.0384614274951,8
0,"Bachelor's Degree","M",4,5,0,7,3,64.6312902552275,7
0,"Master's Degree","M",5,1,0,11,3,59.4357700156124,11
0,"Bachelor's Degree","M",2,3,4,9,3,82.220676691399,9
1,"Bachelor's Degree","M",2,5,0,8,1,276.143873687212,8
1,"Bachelor's Degree","M",5,4,0,12,1,72.7777738968482,12
0,"Bachelor's Degree","M",3,2,0,1,0,63.8868940167828,1
1,"Bachelor's Degree","M",2,3,1,9,1,258.448637429081,9
1,"Bachelor's Degree","F",1,2,0,1,1,190.373778124735,1
0,"Bachelor's Degree","M",4,2,0,12,1,91.5127356720558,12
1,"Bachelor's Degree","M",1,4,0,9,1,176.465757257763,9
1,"Bachelor's Degree","M",1,2,3,3,1,284.451637194196,3
0,"Bachelor's Degree","M",5,4,0,10,3,-7.93959884118776,10
0,"Bachelor's Degree","M",4,4,0,12,1,98.576829895484,12
0,"Bachelor's Degree","M",3,5,0,12,1,101.198160072048,12
0,"Bachelor's Degree","M",1,4,0,8,1,-54.3810146847756,8
0,"Bachelor's Degree","M",5,1,1,3,1,4.092918107185,3
0,"Bachelor's Degree","F",4,2,0,3,1,156.872938102263,3
1,"Master's Degree","M",5,3,0,7,1,245.373109799851,7
0,"Bachelor's Degree","M",3,5,0,12,1,93.5636562670246,12
0,"Doctorate Degree","M",1,2,0,10,1,45.0015132634908,10
1,"Bachelor's Degree","M",2,5,2,11,1,223.224820379331,11
1,"Bachelor's Degree","M",1,6,0,11,1,270.468501518949,11
1,"Bachelor's Degree","M",2,5,4,11,1,47.5532015516675,11
0,"Bachelor's Degree","F",4,5,0,5,0,114.33952837034,5
1,"Master's Degree","M",1,5,0,12,1,218.706198050782,12
0,"Master's Degree","M",4,2,2,12,3,47.8541120794943,12
1,"Bachelor's Degree","M",5,4,0,2,1,112.630300048345,2
0,"Bachelor's Degree","F",1,2,0,9,1,99.9772229902934,9
1,"Bachelor's Degree","M",1,4,0,10,1,220.242858384902,10
1,"Master's Degree","M",1,2,0,2,1,196.949575755557,2
1,"Bachelor's Degree","M",5,3,0,10,1,225.526020421083,10
1,"Bachelor's Degree","M",2,4,1,12,1,278.444468262352,12
1,"Bachelor's Degree","F",5,3,0,10,1,95.1904546660526,10
0,"Bachelor's Degree","M",5,4,4,12,0,84.6233436622049,12
0,"Master's Degree","M",5,1,0,10,1,117.30437024999,10
1,"Master's Degree","M",3,4,0,10,1,274.268518058357,10
1,"Bachelor's Degree","M",1,3,1,7,1,231.075961646402,7
0,"Bachelor's Degree","M",5,5,0,8,1,100.640838066984,8
1,"Bachelor's Degree","M",1,4,0,4,1,192.664973270191,4
1,"Bachelor's Degree","F",3,2,1,12,1,131.358387356257,12
0,"Master's Degree","M",3,4,0,8,3,33.517005164353,8
1,"Bachelor's Degree","M",4,5,0,9,1,222.14026020035,9
1,"Bachelor's Degree","M",3,3,0,5,1,149.238590117689,5
0,"Bachelor's Degree","M",2,4,1,12,0,82.7362868061628,12
0,"Bachelor's Degree","M",3,4,0,2,1,144.297747042596,2
1,"Bachelor's Degree","M",2,6,0,10,1,226.349282789139,10
0,"Bachelor's Degree","F",2,3,0,12,3,113.173347132151,12
0,"Bachelor's Degree","M",3,2,0,12,1,20.2102459807444,12
1,"Bachelor's Degree","M",4,5,0,2,1,187.609949458374,2
1,"Bachelor's Degree","M",2,3,0,5,1,225.526020421083,5
1,"Bachelor's Degree","M",2,4,0,11,1,241.238914329234,11
0,"Bachelor's Degree","M",1,2,0,12,3,98.9383986415502,12
0,"Bachelor's Degree","F",4,5,0,8,3,30.9557129125602,8
0,"Bachelor's Degree","M",5,5,0,10,3,16.1324330116391,10
1,"Bachelor's Degree","M",3,3,0,7,1,122.27790285304,7
1,"Bachelor's Degree","M",4,4,0,10,1,286.41829467243,10
1,"Bachelor's Degree","M",1,2,0,3,1,219.786111241859,3
1,"Bachelor's Degree","M",5,3,0,8,1,269.015835647152,8
0,"Master's Degree","F",1,5,1,8,3,107.875924809209,8
1,"Bachelor's Degree","M",2,5,0,7,1,231.638448044601,7
0,"Bachelor's Degree","M",4,4,4,11,3,43.2131284074691,11
0,"Bachelor's Degree","M",2,1,0,7,3,57.1275129178056,7
0,"Bachelor's Degree","M",5,1,0,9,3,83.8805094627579,9
0,"Bachelor's Degree","M",4,5,0,11,1,29.1271147741822,11
0,"Master's Degree","F",2,3,0,9,3,67.0565423401519,9
1,"Master's Degree","M",5,3,3,11,1,47.5532015516675,11
1,"Bachelor's Degree","M",1,2,0,12,1,231.075961646402,12
0,"Doctorate Degree","F",3,4,0,6,3,35.642340223844,6
0,"Bachelor's Degree","M",1,4,0,11,1,99.015273145496,11
0,"Bachelor's Degree","M",2,4,0,3,1,97.3839355030298,3
0,"Bachelor's Degree","F",3,5,0,11,3,55.8173917964963,11
0,"Master's Degree","M",4,1,0,8,0,76.9014186435828,8
1,"Bachelor's Degree","M",4,2,5,11,1,296.145998606655,11
1,"Master's Degree","F",3,2,0,10,1,281.459348939444,10
1,"Bachelor's Degree","M",5,3,0,10,1,169.191143104627,10
0,"Bachelor's Degree","M",5,1,2,12,1,93.5636562670246,12
0,"Bachelor's Degree","M",5,4,0,8,1,152.170156344929,8
1,"Bachelor's Degree","M",4,3,0,11,1,177.854537841702,11
1,"Bachelor's Degree","M",1,3,0,10,1,96.1078338668365,10
1,"Bachelor's Degree","M",3,3,0,9,1,178.85448849084,9
0,"Bachelor's Degree","M",3,5,0,9,1,51.7729316892756,9
1,"Master's Degree","M",5,2,1,8,1,277.390800122331,8
1,"Bachelor's Degree","M",5,4,0,3,1,273.594057582679,3
1,"Bachelor's Degree","M",3,2,3,3,1,98.9616655543734,3
1,"Bachelor's Degree","M",2,2,4,6,1,192.65667196058,6
1,"Bachelor's Degree","M",1,2,0,10,1,294.248583823616,10
0,"Bachelor's Degree","M",1,2,0,7,3,-43.5056732974307,7
1,"Bachelor's Degree","M",2,5,0,10,1,141.652052307043,10
0,"Bachelor's Degree","M",3,4,0,9,0,17.7164880248039,9
0,"Bachelor's Degree","M",5,5,0,7,1,25.1920254867662,7
1,"Bachelor's Degree","M",4,5,0,12,1,232.488403050708,12
0,"Master's Degree","M",3,2,0,12,1,29.9029861973143,12
1,"Bachelor's Degree","F",4,6,0,11,1,373.475872790728,11
1,"Bachelor's Degree","M",4,4,4,7,1,190.373778124735,7
1,"Master's Degree","M",3,3,1,2,1,223.889095353183,2
0,"Bachelor's Degree","M",1,5,0,10,1,50.5912291597857,10
1,"Bachelor's Degree","M",5,5,1,7,1,54.3196213928841,7
1,"Bachelor's Degree","M",4,5,1,3,1,360.028164648946,3
0,"Bachelor's Degree","M",3,4,0,12,3,35.9559697624916,12
1,"Bachelor's Degree","M",4,6,0,9,3,317.127390515706,9
0,"Bachelor's Degree","M",2,4,0,8,3,61.4220972454265,8
0,"Bachelor's Degree","M",5,5,1,3,0,66.9088816569297,3
0,"Bachelor's Degree","F",4,4,3,3,0,81.0125886614805,3
1,"Bachelor's Degree","F",2,5,0,6,1,312.488113447991,6
1,"Bachelor's Degree","M",2,2,0,12,1,154.646165089537,12
1,"Bachelor's Degree","F",1,3,4,12,1,191.09934427646,12
0,"Bachelor's Degree","M",4,5,0,9,1,82.9495450835439,9
0,"Bachelor's Degree","M",4,5,0,11,1,138.02556983299,11
0,"Bachelor's Degree","M",1,5,0,5,1,50.4515858587634,5
1,"Master's Degree","M",1,6,1,10,1,153.390986039461,10
0,"Bachelor's Degree","M",5,2,0,12,3,19.8152402371258,12
0,"Bachelor's Degree","M",5,3,0,10,1,107.234558942907,10
0,"Master's Degree","M",4,2,0,12,0,20.2663785026097,12
0,"Bachelor's Degree","M",4,2,0,8,1,74.6961009446216,8
1,"Bachelor's Degree","M",3,5,1,8,1,175.402232568801,8
1,"Bachelor's Degree","M",1,4,0,9,1,49.6822895776283,9
0,"Bachelor's Degree","M",4,4,1,11,1,60.4024349884207,11
0,"Bachelor's Degree","M",4,3,0,9,1,27.3079659803912,9
1,"Bachelor's Degree","M",1,3,0,12,3,183.441853451632,12
1,"Bachelor's Degree","M",2,6,0,9,1,54.7083135700696,9
0,"Bachelor's Degree","M",4,1,0,9,1,71.2368116589775,9
0,"Bachelor's Degree","F",2,5,0,11,0,33.6279119645529,11
0,"Bachelor's Degree","M",1,4,0,8,0,4.51867720289162,8
1,"Bachelor's Degree","M",1,5,0,5,1,250.472438933353,5
1,"Bachelor's Degree","M",4,4,0,3,1,197.834192717718,3
1,"Master's Degree","M",3,6,1,3,1,286.22101360585,3
1,"Bachelor's Degree","M",2,2,0,10,1,290.735090894709,10
0,"Bachelor's Degree","M",4,5,1,11,1,72.97995351865,11
1,"Bachelor's Degree","M",1,3,0,11,1,200.78529062725,11
0,"Bachelor's Degree","F",3,2,0,11,3,59.2358399099771,11
0,"Bachelor's Degree","F",1,4,0,7,0,28.0585076641335,7
0,"Bachelor's Degree","M",3,4,0,8,3,163.375156819267,8
1,"Bachelor's Degree","M",3,2,0,8,1,124.979218459787,8
0,"Master's Degree","M",4,1,0,10,1,50.4515858587634,10
1,"Bachelor's Degree","M",3,3,0,6,1,315.162006444759,6
0,"Bachelor's Degree","M",1,5,0,6,1,120.425411304826,6
1,"Bachelor's Degree","M",4,4,1,10,1,262.070153117471,10
1,"Master's Degree","F",4,6,2,10,1,245.991681285107,10
1,"Bachelor's Degree","M",2,4,1,5,1,173.679389303136,5
0,"Bachelor's Degree","M",4,4,0,8,3,98.1951064646962,8
0,"Bachelor's Degree","M",4,1,0,8,1,-8.45567487940725,8
1,"Bachelor's Degree","M",1,6,0,11,1,207.382361380883,11
0,"Bachelor's Degree","M",2,3,0,12,1,66.9664533653391,12
1,"Bachelor's Degree","F",1,5,0,5,1,178.292919452787,5
0,"Bachelor's Degree","F",4,2,0,10,0,43.9501965711111,10
0,"Bachelor's Degree","M",5,3,1,7,3,82.531123834805,7
1,"Bachelor's Degree","M",1,5,1,9,1,244.557608408188,9
0,"Bachelor's Degree","F",1,4,4,9,3,24.6352983704223,9
0,"Bachelor's Degree","M",2,2,0,11,3,118.696187000644,11
1,"Bachelor's Degree","M",3,5,0,5,1,229.470016211547,5
1,"Bachelor's Degree","M",5,6,1,2,1,228.686769543202,2
0,"Bachelor's Degree","F",1,4,0,8,0,41.2287130722593,8
0,"Bachelor's Degree","M",2,5,1,11,3,38.5046210582039,11
0,"Master's Degree","F",5,2,0,12,1,8.79906543558054,12
0,"Bachelor's Degree","M",3,4,1,11,3,29.0342232658378,11
0,"Bachelor's Degree","M",1,2,0,6,3,78.5234807933726,6
0,"Bachelor's Degree","M",2,2,0,10,0,64.6277748083381,10
1,"Bachelor's Degree","F",3,3,0,12,1,224.30235869431,12
0,"Master's Degree","M",2,3,1,5,1,27.2555125263476,5
0,"Doctorate Degree","M",1,4,2,9,3,-12.5571809348627,9
0,"Bachelor's Degree","M",1,5,0,9,1,56.0182236605762,9
0,"Bachelor's Degree","M",3,3,0,11,3,134.162422793433,11
0,"Master's Degree","M",2,2,0,12,1,-23.5802123276552,12
0,"Bachelor's Degree","M",3,2,0,11,0,158.777696165222,11
0,"Bachelor's Degree","F",4,5,0,1,1,15.3502796541328,1
1,"Bachelor's Degree","M",2,3,0,8,1,206.85296075845,8
0,"Doctorate Degree","F",4,4,0,6,3,50.4515858587634,6
1,"Bachelor's Degree","M",1,2,0,3,1,174.842193371193,3
0,"Bachelor's Degree","M",2,1,3,3,1,-20.5452421962207,3
0,"Bachelor's Degree","M",5,3,0,5,3,-6.54995069288331,5
1,"Bachelor's Degree","M",5,2,0,6,1,211.436173776704,6
0,"Bachelor's Degree","F",1,3,0,11,3,57.826604255834,11
1,"Bachelor's Degree","F",2,6,0,7,1,229.199487008241,7
1,"Bachelor's Degree","F",4,3,0,12,1,196.910521212459,12
0,"Doctorate Degree","M",3,4,0,8,3,74.6961009446216,8
0,"Master's Degree","F",1,4,0,9,3,134.748334125428,9
0,"Master's Degree","M",1,1,0,10,3,82.1998580436063,10
1,"Bachelor's Degree","M",4,6,2,8,1,227.460686143763,8
1,"Bachelor's Degree","M",3,6,0,4,1,145.697442992994,4
1,"Bachelor's Degree","F",1,5,0,10,1,58.1069593155573,10
0,"Bachelor's Degree","M",3,1,4,9,1,51.4008355039817,9
1,"Bachelor's Degree","M",5,2,0,10,1,241.010889181157,10
1,"Bachelor's Degree","F",1,6,0,11,1,212.523801889972,11
0,"Bachelor's Degree","F",1,4,0,10,1,92.2448958854724,10
0,"Bachelor's Degree","M",4,1,0,1,3,67.096771329937,1
1,"Bachelor's Degree","F",2,4,0,11,1,295.941014641027,11
1,"Bachelor's Degree","M",4,3,4,7,1,235.751171699912,7
0,"Bachelor's Degree","F",3,3,4,12,3,-13.4273914868176,12
0,"Bachelor's Degree","M",1,2,0,12,3,30.4209141270629,12
1,"Bachelor's Degree","F",3,5,1,2,1,229.691995537161,2
1,"Bachelor's Degree","M",1,2,2,12,1,178.309154074626,12
0,"Bachelor's Degree","F",4,4,0,11,3,28.0585076641335,11
0,"Bachelor's Degree","F",2,1,0,10,0,64.4015029237187,10
0,"Bachelor's Degree","M",4,3,0,6,1,113.210580972912,6
0,"Master's Degree","M",1,4,0,9,3,69.4598822076086,9
0,"Bachelor's Degree","F",2,1,0,12,1,89.0350282367909,12
1,"Bachelor's Degree","M",2,3,0,9,3,295.502907948208,9
1,"Bachelor's Degree","M",2,4,0,11,1,381.824606295184,11
0,"Bachelor's Degree","F",3,1,0,8,1,158.768103745758,8
0,"Bachelor's Degree","M",4,4,0,1,3,50.0898586998693,1
1,"Bachelor's Degree","M",2,3,0,10,1,187.609949458374,10
0,"Bachelor's Degree","F",5,1,0,1,1,98.9682504194184,1
0,"Bachelor's Degree","M",1,2,0,10,3,153.248835515483,10
1,"Bachelor's Degree","M",5,3,1,9,1,305.394789584794,9
1,"Master's Degree","M",1,5,1,12,1,235.634999873764,12
1,"Bachelor's Degree","F",4,3,0,12,3,197.834192717718,12
1,"Bachelor's Degree","M",1,2,0,11,1,313.936893956763,11
0,"Bachelor's Degree","M",4,1,2,8,1,3.06891760602697,8
1,"Bachelor's Degree","M",4,3,0,9,1,284.36116382098,9
0,"Bachelor's Degree","F",1,3,0,3,3,92.8993144384365,3
0,"Master's Degree","M",3,5,4,7,3,93.5636562670246,7
0,"Doctorate Degree","M",4,5,3,10,1,71.9345045073832,10
1,"Bachelor's Degree","M",5,4,0,10,1,112.079518866382,10
0,"Master's Degree","M",5,5,0,10,1,4.63958065230258,10
0,"Bachelor's Degree","F",5,1,0,8,1,51.7729316892756,8
1,"Master's Degree","M",4,3,0,10,1,133.725176152332,10
0,"Master's Degree","M",1,3,0,12,3,31.2980486955222,12
1,"Master's Degree","M",2,3,0,9,1,217.609379481864,9
0,"Bachelor's Degree","M",4,5,3,12,1,-27.5271690116482,12
0,"Bachelor's Degree","M",4,5,0,11,0,37.2106065966148,11
1,"Bachelor's Degree","M",5,3,0,10,3,258.974225566628,10
0,"Bachelor's Degree","M",4,4,0,10,0,99.1463745085087,10
0,"Bachelor's Degree","M",5,1,0,10,1,54.4031203508524,10
0,"Bachelor's Degree","M",4,5,4,11,1,144.297747042596,11
1,"Bachelor's Degree","M",2,3,0,11,1,198.660986412307,11
1,"Bachelor's Degree","M",3,3,0,3,1,281.185355233894,3
0,"Bachelor's Degree","F",1,5,1,9,3,33.5274076374017,9
1,"Master's Degree","M",5,3,1,7,3,164.224493060725,7
1,"Bachelor's Degree","M",2,3,1,3,1,140.491447560389,3
1,"Bachelor's Degree","M",4,3,0,8,1,232.043500392546,8
1,"Bachelor's Degree","M",1,3,3,12,1,195.649505386603,12
1,"Bachelor's Degree","M",1,3,0,12,1,271.596613504366,12
1,"Bachelor's Degree","F",4,3,1,11,1,167.735121927688,11
1,"Bachelor's Degree","M",1,2,0,10,10,65.8186070940387,10
0,"Bachelor's Degree","F",5,3,0,6,0,80.0036663389261,6
1,"Master's Degree","M",1,5,0,8,1,200.607675757615,8
1,"Bachelor's Degree","M",1,4,0,11,1,241.469083291582,11
0,"Bachelor's Degree","F",3,2,0,12,0,85.7109043198097,12
1,"Bachelor's Degree","M",4,6,1,8,1,128.064181684269,8
0,"Bachelor's Degree","M",2,5,0,11,1,125.960025477004,11
0,"Bachelor's Degree","M",3,2,0,6,1,84.6584729348367,6
0,"Bachelor's Degree","F",2,1,0,10,1,74.653458004099,10
1,"Bachelor's Degree","M",5,6,0,5,1,152.998778227636,5
0,"Bachelor's Degree","M",4,4,5,11,1,84.6233436622049,11
0,"Bachelor's Degree","F",5,4,0,1,1,121.4661842528,1
0,"Bachelor's Degree","M",4,4,0,3,1,74.3415911680242,3
1,"Master's Degree","F",4,2,0,2,1,230.203421855543,2
0,"Bachelor's Degree","M",3,5,1,9,1,79.6692631290496,9
0,"Bachelor's Degree","M",5,2,0,11,3,140.255391689324,11
1,"Bachelor's Degree","M",2,5,0,10,1,229.173695067494,10
1,"Bachelor's Degree","M",4,4,1,10,1,291.212297860321,10
0,"Bachelor's Degree","M",2,4,0,7,1,121.255931350724,7
1,"Bachelor's Degree","F",5,3,0,9,1,168.47961600009,9
1,"Bachelor's Degree","M",1,3,0,5,1,261.852558136169,5
0,"Bachelor's Degree","F",2,4,0,10,1,32.6561121722295,10
0,"Bachelor's Degree","M",4,1,1,12,1,-27.5271690116482,12
0,"Bachelor's Degree","F",5,5,0,5,1,60.3291498040806,5
0,"Bachelor's Degree","F",4,5,0,11,1,-19.37574556049,11
1,"Bachelor's Degree","M",3,6,1,9,1,275.674503687814,9
0,"Bachelor's Degree","M",4,5,0,12,0,24.6352983704223,12
0,"Bachelor's Degree","M",3,4,0,10,1,0.596056913122695,10
0,"Bachelor's Degree","M",4,2,0,10,1,117.604343063337,10
1,"Bachelor's Degree","M",1,2,4,10,1,233.959066177316,10
0,"Bachelor's Degree","F",5,2,3,12,1,61.349763738681,12
0,"Bachelor's Degree","F",4,2,0,9,1,31.4802726082788,9
0,"Bachelor's Degree","M",3,1,0,10,1,102.295593532916,10
0,"Bachelor's Degree","M",3,3,2,7,1,24.1420798959559,7
1,"Bachelor's Degree","M",5,3,0,8,10,194.822036807893,8
0,"Bachelor's Degree","M",1,5,0,5,1,76.2872589807424,5
0,"Bachelor's Degree","F",4,4,1,12,3,126.659392342418,12
1,"Bachelor's Degree","F",4,3,0,9,1,71.8395554126464,9
0,"Bachelor's Degree","F",3,3,0,8,0,62.7488523892884,8
0,"Bachelor's Degree","F",1,5,0,7,3,11.9702011257616,7
1,"Bachelor's Degree","M",4,2,0,3,1,150.749858775542,3
0,"Bachelor's Degree","M",1,5,1,8,0,76.7413229786493,8
1,"Bachelor's Degree","M",1,4,1,9,1,188.334329950904,9
1,"Bachelor's Degree","M",5,5,0,5,1,181.696133135214,5
0,"Bachelor's Degree","M",5,5,0,12,1,43.0926357440498,12
0,"Bachelor's Degree","F",5,1,0,11,1,111.42078932269,11
0,"Bachelor's Degree","F",3,2,0,9,1,1.88915045569325,9
1,"Bachelor's Degree","M",1,6,0,12,1,136.7180797293,12
0,"Bachelor's Degree","F",2,2,0,8,1,-9.14255958961095,8
1,"Bachelor's Degree","M",1,3,0,9,1,236.485579577202,9
1,"Bachelor's Degree","F",3,4,0,5,1,280.343443412355,5
0,"Master's Degree","M",1,5,0,6,1,15.8007795156037,6
1,"Master's Degree","M",3,2,1,4,3,295.097432828452,4
1,"Bachelor's Degree","M",4,3,0,10,1,54.7083135700696,10
0,"Bachelor's Degree","M",1,3,0,12,1,141.010370009917,12
0,"Bachelor's Degree","M",4,3,2,4,1,41.9949034043981,4
0,"Bachelor's Degree","M",5,3,0,11,1,40.3644645853105,11
0,"Master's Degree","F",4,4,0,8,3,4.6696920559845,8
0,"Bachelor's Degree","M",5,5,0,10,3,102.295593532916,10
1,"Bachelor's Degree","M",2,3,3,10,1,181.862504336097,10
0,"Master's Degree","M",4,1,5,12,3,165.833343222313,12
0,"Bachelor's Degree","M",5,2,0,11,3,63.7688573531649,11
0,"Bachelor's Degree","F",2,5,0,9,3,81.0125886614805,9
1,"Bachelor's Degree","M",1,3,1,10,1,154.646165089537,10
0,"Bachelor's Degree","M",4,5,0,12,0,93.5276290475826,12
0,"Bachelor's Degree","M",3,2,0,9,1,67.7866882386057,9
1,"Bachelor's Degree","M",1,2,0,11,1,243.272980911501,11
0,"Bachelor's Degree","M",4,5,0,8,1,127.462400836949,8
0,"Master's Degree","F",5,5,0,8,3,45.3509462998448,8
1,"Bachelor's Degree","M",2,6,0,12,1,272.19802366792,12
1,"Bachelor's Degree","M",4,6,4,7,1,281.459348939444,7
1,"Bachelor's Degree","F",1,2,0,11,1,182.069782787141,11
0,"Master's Degree","F",5,3,0,9,1,15.8007795156037,9
1,"Bachelor's Degree","M",4,2,1,11,1,53.3060681049925,11
1,"Bachelor's Degree","M",4,2,1,11,1,216.86737755342,11
1,"Bachelor's Degree","M",5,2,1,12,1,288.532881703145,12
0,"Master's Degree","M",4,1,0,10,3,158.777696165222,10
1,"Bachelor's Degree","M",2,2,0,2,1,200.185417488802,2
1,"Bachelor's Degree","M",4,6,0,10,1,249.896368980948,10
1,"Bachelor's Degree","M",4,6,0,11,1,65.8186070940387,11
0,"Bachelor's Degree","M",5,3,0,10,1,137.497175892517,10
0,"Bachelor's Degree","M",1,4,0,11,1,8.68143898865621,11
0,"Bachelor's Degree","M",4,2,0,12,0,98.1951064646962,12
1,"Bachelor's Degree","M",3,6,0,9,1,287.115971265141,9
0,"Bachelor's Degree","M",3,2,0,12,1,72.97995351865,12
0,"Bachelor's Degree","M",5,1,0,10,1,11.7618190425356,10
1,"Doctorate Degree","M",4,2,0,10,1,256.176601942271,10
1,"Bachelor's Degree","M",2,3,0,8,1,250.824072861004,8
1,"Bachelor's Degree","F",3,6,0,8,1,220.242858384902,8
0,"Bachelor's Degree","M",2,2,0,11,1,24.6627056651677,11
0,"Bachelor's Degree","M",1,2,0,4,1,-26.5017254088088,4
1,"Master's Degree","M",4,3,0,9,1,319.913124582932,9
1,"Doctorate Degree","M",4,3,0,12,1,212.801643223391,12
1,"Bachelor's Degree","M",2,3,1,10,1,320.769937229321,10
0,"Master's Degree","F",4,2,0,10,0,73.2970397315221,10
1,"Bachelor's Degree","M",1,4,1,11,1,297.672298340585,11
1,"Doctorate Degree","M",3,2,1,6,1,172.073842895407,6
0,"Bachelor's Degree","F",4,4,1,8,0,72.1110135948457,8
1,"Bachelor's Degree","M",1,3,0,3,1,225.504720624652,3
1,"Bachelor's Degree","M",2,3,1,9,1,174.727910187885,9
0,"Bachelor's Degree","M",4,3,0,5,1,35.4467368580765,5
1,"Bachelor's Degree","M",5,5,0,2,1,117.115894532591,2
1,"Bachelor's Degree","M",2,2,4,10,1,198.140123125853,10
0,"Bachelor's Degree","F",5,3,0,8,1,36.0755936552198,8
0,"Doctorate Degree","F",1,2,0,8,1,103.533477136364,8
1,"Bachelor's Degree","M",1,2,0,11,1,269.338682167483,11
0,"Doctorate Degree","M",3,2,0,6,1,86.1560152685555,6
0,"Bachelor's Degree","F",3,3,0,11,3,30.0432604944642,11
0,"Master's Degree","M",2,5,0,10,3,157.349865222127,10
0,"Doctorate Degree","M",4,3,0,10,0,-26.5017254088088,10
0,"Bachelor's Degree","M",3,4,0,10,1,31.3815411227299,10
1,"Bachelor's Degree","M",2,5,0,12,10,190.625874831567,12
0,"Bachelor's Degree","F",5,3,0,10,3,126.479707873145,10
0,"Master's Degree","M",5,4,0,11,1,3.06891760602697,11
1,"Master's Degree","M",2,5,1,9,3,309.809605829547,9
0,"Bachelor's Degree","M",4,2,0,11,3,30.9573625456977,11
0,"Master's Degree","M",2,5,0,12,3,117.604343063337,12
0,"Master's Degree","M",4,4,0,10,1,89.1054551131424,10
0,"Bachelor's Degree","M",5,5,0,9,3,112.757700385008,9
0,"Bachelor's Degree","M",3,4,0,12,3,36.8111578165266,12
1,"Bachelor's Degree","M",2,5,3,12,1,309.6163850726,12
1,"Bachelor's Degree","F",3,2,1,11,1,249.947349633015,11
0,"Master's Degree","F",1,2,0,7,3,45.093033751783,7
0,"Bachelor's Degree","M",4,4,0,10,1,93.2367382484895,10
0,"Bachelor's Degree","M",5,5,4,11,1,45.5018831218945,11
0,"Bachelor's Degree","M",2,2,0,7,3,-15.5265187838127,7
0,"Bachelor's Degree","M",3,5,0,11,1,99.1437819442901,11
1,"Bachelor's Degree","M",3,3,0,3,1,257.489099657639,3
1,"Bachelor's Degree","M",1,6,0,2,1,177.748529284379,2
0,"Bachelor's Degree","M",3,2,0,7,3,71.5612269832502,7
1,"Bachelor's Degree","M",4,3,0,11,1,359.993976144056,11
0,"Bachelor's Degree","M",4,2,0,12,3,-5.71561679146137,12
1,"Bachelor's Degree","F",2,2,0,3,1,241.885747329528,3
1,"Bachelor's Degree","M",5,3,1,6,1,223.416482561612,6
0,"Bachelor's Degree","M",2,3,0,7,0,43.2901214275312,7
1,"Master's Degree","F",3,5,4,9,1,241.36024616511,9
0,"Bachelor's Degree","M",1,2,0,11,1,88.18517003709,11
0,"Master's Degree","F",4,1,0,9,1,-4.56682647362923,9
0,"Bachelor's Degree","M",3,NA,3,7,1,-21.7604849872413,7
0,"Bachelor's Degree","M",2,4,0,11,3,97.3839355030298,11
0,"Bachelor's Degree","M",1,5,0,3,3,116.008757717912,3
1,"Bachelor's Degree","M",2,2,0,6,10,161.330531378207,6
1,"Bachelor's Degree","M",1,2,0,11,1,181.093481763338,11
1,"Bachelor's Degree","M",1,4,0,9,1,173.693139782971,9
0,"Bachelor's Degree","M",3,5,0,11,1,99.1463745085087,11
1,"Bachelor's Degree","M",2,4,1,12,1,320.769937229321,12
1,"Bachelor's Degree","M",5,2,1,1,1,276.138877471625,1
1,"Bachelor's Degree","M",2,5,1,9,1,152.611992148658,9
0,"Bachelor's Degree","M",5,1,0,12,0,25.7685433418607,12
0,"Bachelor's Degree","M",1,1,0,6,1,14.9108420198658,6
1,"Bachelor's Degree","M",1,3,2,6,1,227.460686143763,6
1,"Bachelor's Degree","M",5,3,0,3,1,303.277683373745,3
1,"Bachelor's Degree","M",1,6,4,9,1,337.085711076149,9
0,"Bachelor's Degree","M",1,5,0,8,1,-35.470199497472,8
1,"Bachelor's Degree","M",4,3,0,12,1,229.691995537161,12
0,"Bachelor's Degree","M",2,5,1,9,0,81.8734153019331,9
1,"Bachelor's Degree","M",4,5,0,11,10,264.379467022129,11
1,"Bachelor's Degree","M",5,4,1,6,1,185.670276331205,6
0,"Bachelor's Degree","M",4,4,0,7,1,63.6481195259328,7
0,"Bachelor's Degree","F",1,2,0,6,1,144.174427597454,6
0,"Bachelor's Degree","F",2,4,1,7,3,51.4008355039817,7
0,"Master's Degree","F",3,5,0,9,3,48.3176523041034,9
0,"Bachelor's Degree","M",5,5,0,12,1,85.7109043198097,12
0,"Bachelor's Degree","M",5,4,2,8,1,86.2731820620289,8
0,"Bachelor's Degree","F",3,2,0,10,1,113.702386070953,10
