SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,gender_Male,Partner_Yes,Dependents_Yes,MultipleLines_No.phone.service,MultipleLines_Yes,InternetService_Fiber.optic,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_No.internet.service,StreamingMovies_Yes,Contract_One.year,Contract_Two.year,PaperlessBilling_Yes,PaymentMethod_Credit.card..automatic.,PaymentMethod_Electronic.check,PaymentMethod_Mailed.check
0,71,95.15,6770.85,No,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0
1,23,79.35,1835.3,No,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1
0,17,96.65,1588.25,No,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0
0,1,75.5,75.5,No,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0
0,12,19.7,258.35,No,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,72,20.5,1502.25,No,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,1,19.2,19.2,No,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,60,74.35,4453.3,No,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,61,51.35,3244.4,No,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0
1,32,85.3,2661.1,Yes,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0,31,86.55,2697.4,Yes,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0
0,19,73.85,1424.5,Yes,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
0,72,20.3,1401.15,No,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,45,50.9,2333.85,No,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
0,8,74.85,572.45,No,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0,32,20.5,696.8,No,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,22,63.55,1381.8,No,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1
1,57,44.85,2572.95,Yes,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,1,47.95,47.95,No,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,1,45,45,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,54,90.05,4931.8,No,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0
0,4,25.3,116.95,No,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0
0,65,108.65,6937.95,Yes,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0
0,71,19.7,1415.85,No,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,69,35.75,2492.25,No,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
0,19,18.8,279.2,No,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,55,19.4,1083,No,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,38,19.3,755.5,No,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,10,45.55,402.6,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,47,67.45,3252,No,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0
0,2,35.1,68.75,Yes,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,1,45.15,45.15,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,46,20.1,936.85,No,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
1,38,57.15,2250.65,Yes,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
0,19,73.2,1441.1,Yes,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
0,52,85.35,4338.6,Yes,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
0,71,19.45,1378.45,No,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,1,45.95,45.95,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,6,25.1,171,No,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1,26,60.7,1597.4,No,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
1,48,99,4744.35,No,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0
0,1,44.05,44.05,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,72,24.1,1734.65,No,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,51,93.8,4539.35,No,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0
0,41,19.7,804.25,No,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,72,70.65,5011.15,No,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0
0,43,86.45,3574.5,No,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0
0,72,114.1,8086.4,No,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0
0,47,95.2,4563,No,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0
0,2,86,165.45,Yes,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0
0,26,44.65,1156.55,No,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
1,35,100.5,3653.35,Yes,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0
0,27,55.45,1477.65,No,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
0,16,72.65,1194.3,Yes,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,23,55.8,1327.85,No,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
0,1,21,21,Yes,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,1,45.1,45.1,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4,50.95,207.35,No,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
0,16,69.1,1083.7,No,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0
0,46,43.95,2007.85,No,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,68,86.5,5882.75,No,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0
0,38,69.95,2657.55,No,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0
1,30,50.4,1527.5,Yes,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,5,78.95,378.4,Yes,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0,17,90.95,1612.2,No,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0
0,12,20.15,260.7,No,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,72,90.6,6441.85,No,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0
0,3,92,266.8,No,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0
0,41,24.85,962.25,No,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1
0,40,36,1382.9,No,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
0,7,78.5,571.05,No,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0
0,69,19.95,1399.35,No,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,5,30.5,167.2,No,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0,72,106.1,7657.4,No,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0
0,44,20.5,865.05,No,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
0,65,95.5,6153.85,No,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0
0,3,64.6,174.2,No,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
0,24,54.95,1348.5,No,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,1,50.9,50.9,Yes,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,22,20.45,471.55,No,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,70,85.95,5931.75,No,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0
0,25,60.35,1404.65,No,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,37,19.8,726.1,No,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,49,99.8,4872.45,Yes,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
0,47,107.35,5118.95,Yes,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0
0,31,19.55,658.95,Yes,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,1,81.05,81.05,No,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
0,3,20.5,76.95,No,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
0,53,111.8,5809.75,No,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0
0,1,20.2,20.2,No,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,20,19.7,415.9,No,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
0,3,79.1,246.5,Yes,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0
0,51,60.5,3145.15,No,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0
0,13,19.55,265.3,No,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,1,20.9,20.9,No,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,3,54.65,189.1,No,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,1,49.8,49.8,No,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,8,25.5,215.2,Yes,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,71,20.5,1500.95,No,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,2,80.75,159.45,Yes,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0,67,104.6,6885.75,No,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0
0,65,91.85,5940.85,Yes,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0
0,20,95.5,1916.2,No,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0
0,1,75.35,75.35,Yes,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
0,1,75.45,75.45,Yes,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0,49,95.4,4613.95,No,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0
0,72,101.3,7261.25,No,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0
0,46,53.1,2459.8,No,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,24,84.85,2048.8,No,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0
0,5,34.25,163.55,No,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,33,88.6,2888.7,No,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0
0,42,60.15,2421.6,No,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
0,66,54.8,3465.7,No,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1
0,24,49.55,1210.4,Yes,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,53,100.3,5200.8,No,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1
0,60,53.6,3237.05,No,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0
0,20,19.35,433.75,No,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
0,23,85.6,1868.4,No,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0,72,80.8,5728.55,No,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0
1,1,93.55,93.55,Yes,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0
1,31,90.7,2845.15,No,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0
0,57,69.75,3894.4,No,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1
0,45,20,886.4,No,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
0,10,95.25,1021.55,No,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0
0,58,102.1,5885.4,Yes,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0
0,27,80.85,2204.35,No,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1
0,14,90.9,1259,Yes,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0
0,25,89.15,2257.75,Yes,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0
1,58,108.85,6287.25,Yes,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0
1,16,84.75,1350.15,Yes,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0
0,45,78.75,3600.65,No,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0
0,17,83.55,1329.15,No,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
0,1,45.7,45.7,Yes,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,22,19.6,422.5,No,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,67,67.85,4627.65,No,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1
0,67,105.65,6717.9,No,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0
0,23,74.95,1710.45,Yes,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,9,75.5,637.4,No,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
0,54,45.2,2460.55,No,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
0,24,89.85,2165.05,Yes,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1
0,49,100.45,4941.8,Yes,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1
0,5,47.15,223.15,Yes,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2,80.2,181.1,Yes,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
0,4,87.1,341.45,Yes,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1
0,5,75.9,357.75,Yes,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,47,98.75,4533.7,Yes,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0
0,13,61.8,750.1,No,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
0,28,49.9,1410.25,No,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10,86.45,830.85,Yes,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0,38,20.4,743.5,No,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,67,104.1,7040.85,Yes,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0
0,52,75.4,3865.45,No,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1
0,62,108.15,6825.65,No,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1
0,16,86.25,1340.1,No,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
1,5,81,371.65,Yes,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0
0,12,95.7,1184,No,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0
0,72,116.85,8477.7,No,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0
1,71,105.75,7382.85,No,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0
0,15,19.6,331.6,No,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,67,90.6,6056.15,Yes,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0
0,2,60.95,134.6,No,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,5,25.05,125.5,No,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,20.2,20.2,Yes,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,41,60.3,2511.3,No,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
0,43,63.95,2737.05,No,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0
1,1,74.3,74.3,No,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,26,90.8,2361.8,Yes,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0
0,22,79.35,1730.35,Yes,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0
0,7,19.45,165.35,No,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,28,64.45,1867.6,No,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
0,7,19.5,128.6,No,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,69,110.5,7455.45,No,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0
0,71,47.6,3377.8,No,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0
0,69,19.4,1346.2,No,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,47,83.35,4065,Yes,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0
0,51,81,4085.75,No,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,72,86.65,6224.8,No,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
0,7,48.7,340.25,Yes,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,51,76.4,3966.3,No,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0
0,47,100.75,4669.2,No,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1
0,49,59.75,2934.3,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
0,39,19.35,779.2,No,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,14,19.9,283.75,No,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,43,108.15,4600.7,Yes,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0
1,56,101.05,5594,No,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
0,1,71.35,71.35,Yes,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,70,106.05,7554.05,No,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0
0,23,75.3,1702.9,No,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
0,21,24.7,467.15,No,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,1,20.15,20.15,Yes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,1,69.75,69.75,Yes,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,32,93.2,2931,Yes,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0
0,17,80.85,1400.85,Yes,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0,4,33.65,137.85,Yes,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
0,72,79.55,5810.9,No,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0
0,10,24.8,223.9,No,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,18,19.65,391.7,No,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,9,94.05,811.65,No,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
0,40,78.85,3126.85,No,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0
0,69,99.5,6841.45,No,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0
0,37,99.2,3754.6,Yes,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0
0,18,80.55,1406.65,No,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0
1,11,70.2,834.7,No,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0,8,85.2,627.4,Yes,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0
0,3,75.25,242,Yes,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,55,59.45,3157,No,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
0,33,93.35,3092,No,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0
0,46,44.95,2168.9,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34,26.1,980.35,No,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,3,20.2,65.95,No,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,30,21.25,711.9,No,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,45,95,4368.85,No,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0
0,40,61.9,2647.1,No,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
0,72,64.45,4528,No,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0
0,22,80.15,1790.65,No,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
0,46,20.2,845.6,No,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
0,55,21,1210.3,No,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,1,20.45,20.45,No,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,12,75.85,854.45,No,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1
0,5,24.95,100.4,Yes,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,40,42.35,1716.45,Yes,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0
0,1,75.3,75.3,Yes,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0,51,94.8,4837.6,Yes,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0
0,42,48.15,2032.3,No,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0
0,23,19.65,436.9,No,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1,1,70.55,70.55,Yes,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1,20.15,20.15,No,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,56,106.6,5893.95,No,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0
0,15,91,1430.05,No,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0
0,12,25.4,313,No,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
0,54,69.95,3871.85,No,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0
0,7,66.85,458.1,No,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,33,86.15,2745.7,Yes,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0,21,64.85,1336.8,No,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
1,30,74.85,2181.75,No,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0
0,3,50.5,147.75,No,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,11,72.9,818.45,No,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0,18,19,348.8,No,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,6,19.55,128.6,No,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,46,101.1,4674.4,No,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0
0,68,24.15,1498.85,No,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
0,1,50.1,50.1,No,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,25,74.6,1797.75,No,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
0,24,19.75,498.1,No,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,30,85,2624.25,Yes,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0
0,51,106.8,5498.8,No,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0
0,2,75.8,160.75,Yes,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
0,28,96.6,2684.35,No,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0
0,70,101.1,6994.8,No,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0
0,13,20.2,273.25,No,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1,59,94.05,5483.9,No,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0
1,13,95.25,1233.65,Yes,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0
1,7,74.4,527.9,Yes,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,62,81,4985.9,No,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1
0,1,43.95,43.95,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,30,85.15,2555.9,Yes,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
0,67,19.4,1284.2,No,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
0,53,19.9,1110.05,No,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,5,19.55,99.6,No,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
